datetime,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
2020-11-14 09,20.0,0.0,5.4,10.0,27.2,30.61,2.0
2020-11-14 10,21.9,0.0,11.0,10.0,27.0,27.49,2.0
2020-11-14 11,24.0,0.0,12.9,10.0,27.0,23.98,2.0
2020-11-14 12,26.0,0.0,11.1,10.0,27.0,21.29,2.0
2020-11-14 13,26.0,0.0,5.5,10.0,26.5,21.44,2.0
2020-11-14 14,27.0,0.0,5.5,10.0,27.0,15.09,2.0
2020-11-14 15,27.0,0.0,7.7,10.0,27.0,11.22,2.0
2020-11-14 16,25.9,0.0,9.5,10.0,26.5,21.48,2.0
2020-11-14 17,23.0,0.0,11.3,10.0,27.0,33.61,2.0
2020-11-14 18,22.0,0.0,14.7,10.0,27.1,38.26,2.0
2020-11-14 19,20.0,0.0,11.2,10.0,27.0,56.33,2.0
2020-11-14 20,20.0,0.0,9.3,10.0,27.1,64.03,2.0
2020-11-14 22,17.0,0.0,7.5,10.0,26.6,77.11,2.0
2020-11-15 04,14.0,0.0,0.1,10.0,26.6,82.02,2.0
2020-11-15 05,15.0,0.0,7.4,10.0,27.4,72.04,2.0
2020-11-15 06,14.0,0.0,7.5,10.0,27.1,67.36,2.0
2020-11-15 07,15.9,0.0,5.3,10.0,27.0,55.93,2.0
2020-11-15 08,15.9,0.0,7.4,10.0,27.5,59.41,2.0
2020-11-15 09,18.0,0.0,11.0,10.0,27.5,45.7,2.0
2020-11-15 10,20.9,0.0,5.4,10.0,26.9,35.77,2.0
2020-11-15 11,21.0,0.0,7.5,10.0,27.4,35.39,2.0
2020-11-15 12,25.0,0.0,7.6,10.0,27.9,24.3,2.0
2020-11-15 13,25.9,0.0,11.0,10.0,27.4,23.13,2.0
2020-11-15 14,24.0,0.0,11.1,10.0,27.9,27.59,2.0
2020-11-15 15,24.0,0.0,7.7,10.0,27.8,27.62,2.0
2020-11-15 16,24.0,0.0,9.4,10.0,27.3,29.88,2.0
2020-11-15 17,21.0,0.0,9.4,10.0,27.8,53.05,2.0
2020-11-15 18,20.0,0.0,5.5,10.0,27.8,60.23,2.0
2020-11-15 19,20.0,0.0,12.7,10.0,27.3,56.5,2.0
2020-11-15 20,20.0,0.0,11.1,10.0,27.1,56.28,2.0
2020-11-15 21,18.0,0.0,1.8,10.0,27.1,63.73,2.0
2020-11-16 03,17.0,0.0,11.0,10.0,27.8,82.7,2.0
2020-11-16 04,16.9,0.0,7.4,10.0,27.3,82.91,2.0
2020-11-16 05,16.0,0.0,9.3,10.0,27.8,82.55,2.0
2020-11-16 06,17.0,0.0,5.4,10.0,27.8,72.72,2.0
2020-11-16 07,16.9,0.0,5.4,10.0,50.1,72.98,2.0
2020-11-16 08,17.0,0.0,7.6,10.0,50.0,68.17,2.0
2020-11-16 09,19.0,0.0,11.1,10.0,50.0,64.13,2.0
2020-11-16 10,21.0,0.0,12.9,10.0,27.7,56.83,2.0
2020-11-16 11,23.0,0.0,11.3,10.0,27.6,50.11,2.0
2020-11-16 12,24.0,0.0,13.0,10.0,27.6,44.2,2.0
2020-11-16 13,25.0,0.0,9.6,10.0,49.6,39.12,2.0
2020-11-16 14,24.0,0.0,14.8,10.0,49.9,38.7,2.0
2020-11-16 15,24.0,0.0,18.3,10.0,49.9,38.7,2.0
2020-11-16 16,23.0,0.0,7.7,10.0,50.1,50.17,2.0
2020-11-16 17,21.0,0.0,2.0,10.0,50.0,60.27,2.0
2020-11-16 18,22.0,0.0,7.6,10.0,50.0,43.74,2.0
2020-11-16 19,20.9,0.0,1.9,10.0,49.9,53.03,2.0
2020-11-16 20,20.9,0.0,3.7,10.0,49.9,56.66,2.0
2020-11-16 22,20.9,0.0,9.3,10.0,49.0,53.51,2.0
2020-11-16 23,21.0,0.0,18.2,10.0,49.8,56.73,2.0
2020-11-17 03,18.4,0.0,11.8,8.0,39.0,77.96,2.0
2020-11-17 04,18.9,2.0,20.4,10.0,49.0,60.19,5.0
2020-11-17 05,18.0,0.0,16.6,10.0,49.8,63.77,2.0
2020-11-17 06,18.0,0.0,18.4,10.0,49.8,63.73,2.0
2020-11-17 07,18.0,0.0,13.2,10.0,49.1,64.02,2.0
2020-11-17 08,18.0,0.0,20.6,10.0,50.0,63.68,2.0
2020-11-17 09,19.0,0.0,20.6,10.0,27.6,52.39,2.0
2020-11-17 10,20.0,0.0,27.6,10.0,49.7,49.67,2.0
2020-11-17 11,20.0,0.0,27.7,10.0,50.0,46.01,2.0
2020-11-17 12,20.0,0.0,24.2,10.0,50.0,43.09,2.0
2020-11-17 13,21.0,0.6,27.7,10.0,49.8,46.55,5.0
2020-11-17 14,21.0,0.0,27.7,10.0,50.0,43.35,2.0
2020-11-17 15,20.0,0.0,25.8,10.0,50.0,52.87,2.0
2020-11-17 16,19.0,0.0,24.0,10.0,50.5,60.2,2.0
2020-11-17 17,17.0,0.0,14.7,10.0,50.7,72.55,2.0
2020-11-17 18,17.0,0.0,11.2,10.0,50.3,72.6,2.0
2020-11-17 19,17.0,0.0,11.2,10.0,50.0,63.79,2.0
2020-11-17 20,17.0,0.0,16.5,10.0,50.3,63.68,2.0
2020-11-18 03,17.0,0.0,12.9,10.0,49.8,77.41,2.0
2020-11-18 04,17.0,0.33,20.5,10.0,49.0,77.61,5.0
2020-11-18 05,17.0,0.0,18.4,10.0,49.8,77.34,2.0
2020-11-18 06,17.0,0.0,20.5,10.0,49.8,77.34,2.0
2020-11-18 07,17.0,2.0,16.5,6.0,87.1,82.86,4.0
2020-11-18 08,17.0,0.0,18.5,8.0,88.6,87.95,1.0
2020-11-18 09,19.0,0.0,18.4,10.0,88.6,77.7,1.0
2020-11-18 10,19.9,0.0,18.4,10.0,88.0,73.3,1.0
2020-11-18 11,19.0,0.0,13.1,10.0,88.9,77.62,1.0
2020-11-18 12,20.0,0.0,22.3,10.0,88.2,77.71,1.0
2020-11-18 13,21.0,7.0,20.4,10.0,87.2,68.78,4.0
2020-11-18 14,21.0,0.0,24.1,10.0,50.0,64.46,2.0
2020-11-18 15,21.0,0.0,24.0,10.0,50.0,68.63,2.0
2020-11-18 16,20.1,0.0,20.2,10.0,59.5,68.68,2.0
2020-11-18 17,20.0,0.0,18.3,10.0,50.0,73.05,2.0
2020-11-18 18,19.0,0.0,18.3,10.0,50.0,77.73,2.0
2020-11-18 19,19.0,0.0,18.2,10.0,49.6,72.97,2.0
2020-11-18 20,18.0,0.0,9.4,10.0,49.9,82.67,2.0
2020-11-18 21,18.0,0.0,12.9,10.0,49.8,82.67,2.0
2020-11-18 22,18.0,0.0,11.1,10.0,49.5,82.78,2.0
2020-11-18 23,17.6,0.0,9.6,10.0,39.0,92.24,2.0
2020-11-19 03,17.0,0.0,12.9,8.0,88.2,87.96,1.0
2020-11-19 04,18.0,0.0,16.4,8.0,87.6,88.11,1.0
2020-11-19 05,18.0,0.0,14.7,8.0,88.2,88.17,1.0
2020-11-19 06,18.0,0.0,9.4,8.0,88.6,88.17,1.0
2020-11-19 07,18.0,0.2,16.4,8.0,88.0,88.16,4.0
2020-11-19 08,18.0,0.0,18.2,10.0,88.5,88.17,1.0
2020-11-19 09,18.0,0.0,16.5,10.0,88.0,88.11,1.0
2020-11-19 10,20.0,0.0,20.2,10.0,50.0,78.02,2.0
2020-11-19 11,21.0,0.0,22.3,10.0,49.9,68.63,2.0
2020-11-19 12,21.0,0.0,24.0,10.0,50.3,60.44,2.0
2020-11-19 13,20.0,20.0,22.1,10.0,87.8,68.7,4.0
2020-11-19 14,20.0,0.0,24.0,10.0,88.2,64.2,1.0
2020-11-19 15,20.0,0.0,24.0,10.0,50.0,60.19,2.0
2020-11-19 16,20.0,1.0,16.6,10.0,50.0,56.84,5.0
2020-11-19 17,19.0,0.0,18.3,10.0,50.4,64.05,2.0
2020-11-19 18,18.0,0.0,11.2,10.0,50.0,72.64,2.0
2020-11-19 19,17.9,0.0,9.2,10.0,49.0,73.15,2.0
2020-11-19 20,17.0,0.0,14.8,10.0,49.9,72.49,2.0
2020-11-19 22,17.0,0.0,13.1,10.0,49.0,72.79,2.0
2020-11-19 23,17.0,0.0,14.8,10.0,49.8,72.49,2.0
2020-11-20 03,17.0,0.0,22.4,10.0,49.8,72.47,2.0
2020-11-20 04,17.0,0.0,16.7,10.0,49.0,72.89,2.0
2020-11-20 05,17.0,0.0,16.7,10.0,49.8,72.52,2.0
2020-11-20 06,17.0,0.0,24.1,10.0,49.8,77.23,2.0
2020-11-20 07,17.0,0.0,22.4,10.0,49.6,63.57,2.0
2020-11-20 08,17.0,0.0,27.7,10.0,27.5,63.5,2.0
2020-11-20 09,18.0,0.0,16.8,10.0,27.5,59.62,2.0
2020-11-20 10,19.0,0.0,27.7,10.0,27.0,56.33,2.0
2020-11-20 11,20.0,0.0,31.7,10.0,49.9,46.13,2.0
2020-11-20 12,19.0,0.0,30.1,10.0,49.9,49.01,2.0
2020-11-20 13,19.0,0.0,33.6,10.0,49.9,49.18,2.0
2020-11-20 14,19.0,0.0,40.6,10.0,50.3,42.78,2.0
2020-11-20 15,18.0,0.0,40.5,10.0,49.9,42.47,2.0
2020-11-20 16,17.0,0.0,36.9,10.0,49.6,45.56,2.0
2020-11-20 17,17.0,0.0,35.1,10.0,50.4,48.5,2.0
2020-11-20 18,15.0,0.0,29.5,8.0,50.4,67.26,2.0
2020-11-20 19,14.0,0.0,16.7,8.0,49.1,76.55,2.0
2020-11-20 20,14.0,0.0,33.3,8.0,50.0,71.73,2.0
2020-11-20 22,14.0,0.0,22.2,8.0,49.0,67.33,2.0
2020-11-20 23,13.0,0.0,18.4,8.0,27.2,67.05,2.0
2020-11-21 03,12.0,0.0,16.6,8.0,27.4,81.7,2.0
2020-11-21 04,13.0,0.0,20.6,8.0,26.9,82.05,2.0
2020-11-21 05,12.0,0.0,20.6,8.0,49.8,87.5,2.0
2020-11-21 06,13.0,0.0,31.7,8.0,49.8,87.7,2.0
2020-11-21 07,13.0,0.2,18.4,8.0,87.8,87.65,4.0
2020-11-21 08,14.0,0.0,20.6,8.0,50.4,82.11,2.0
2020-11-21 09,14.0,0.0,13.2,6.0,88.6,87.62,1.0
2020-11-21 10,15.0,2.2,18.5,8.0,87.8,82.46,4.0
2020-11-21 11,16.0,0.0,27.7,8.0,88.2,72.25,1.0
2020-11-21 12,14.0,0.0,22.4,10.0,50.0,76.8,2.0
2020-11-21 13,14.0,1.0,24.3,8.0,50.2,76.97,5.0
2020-11-21 14,16.0,0.0,31.6,7.0,88.2,77.19,1.0
2020-11-21 15,15.0,0.0,29.6,10.0,88.6,82.2,1.0
2020-11-21 16,15.0,1.67,33.3,7.0,49.0,77.21,5.0
2020-11-21 17,14.0,0.0,29.5,4.1,49.8,82.14,2.0
2020-11-21 18,14.0,0.0,29.3,7.0,88.6,82.23,1.0
2020-11-21 19,14.0,0.0,16.8,7.0,88.1,82.25,1.0
2020-11-21 20,14.4,0.0,26.7,8.0,69.3,85.71,2.0
2020-11-21 21,15.0,0.0,29.4,8.0,50.3,77.15,2.0
2020-11-21 23,14.0,0.0,29.6,8.0,50.3,87.49,2.0
2020-11-22 00,14.0,0.0,22.5,8.0,88.6,82.11,1.0
2020-11-22 03,14.0,0.0,20.6,6.0,88.6,87.78,1.0
2020-11-22 04,13.0,2.0,27.6,6.0,86.6,87.67,4.0
2020-11-22 05,13.0,0.0,24.2,6.0,88.2,87.49,1.0
2020-11-22 06,14.0,0.0,8.0,8.0,88.6,87.55,1.0
2020-11-22 07,15.0,1.0,24.1,8.0,87.1,82.35,4.0
2020-11-22 08,15.0,0.0,18.5,7.0,88.6,82.04,1.0
2020-11-22 09,15.0,0.0,44.4,4.1,88.6,87.5,1.0
2020-11-22 10,15.0,7.0,29.4,7.0,87.1,87.53,4.0
2020-11-22 11,16.0,0.0,33.4,4.1,88.6,82.16,1.0
2020-11-22 12,16.0,0.0,37.0,6.0,88.6,82.26,1.0
2020-11-22 13,16.0,4.67,33.5,10.0,87.1,82.35,4.0
2020-11-22 14,16.0,0.0,33.5,10.0,88.6,82.31,1.0
2020-11-22 15,16.0,0.0,37.0,7.0,50.3,82.33,2.0
2020-11-22 16,15.0,23.02,27.7,7.0,87.0,87.84,4.0
2020-11-22 17,14.0,0.0,18.6,8.0,88.6,87.56,1.0
2020-11-22 18,15.0,0.0,22.5,8.0,88.6,87.61,1.0
2020-11-22 20,15.1,0.0,27.3,8.0,69.3,85.79,2.0
2020-11-22 21,15.1,0.0,18.8,7.0,69.3,85.79,2.0
2020-11-22 23,15.5,0.0,17.1,7.0,69.3,89.46,2.0
2020-11-23 03,15.0,0.0,1.9,10.0,50.3,82.32,2.0
2020-11-23 04,14.0,0.2,5.6,10.0,49.4,87.85,5.0
2020-11-23 05,14.0,0.0,5.5,10.0,50.3,87.75,2.0
2020-11-23 06,14.0,0.0,3.7,10.0,49.8,87.84,2.0
2020-11-23 07,15.0,2.33,3.8,10.0,49.1,82.68,5.0
2020-11-23 08,14.0,0.0,0.1,8.0,50.0,93.66,2.0
2020-11-23 09,15.0,0.0,11.1,10.0,50.0,87.93,2.0
2020-11-23 10,16.0,4.0,9.4,10.0,50.2,87.95,5.0
2020-11-23 11,19.0,0.0,11.3,10.0,50.0,77.54,2.0
2020-11-23 12,20.0,0.0,13.0,10.0,50.3,64.17,2.0
2020-11-23 13,19.9,1.47,16.5,10.0,49.8,60.7,5.0
2020-11-23 14,20.0,0.0,16.6,10.0,50.0,56.45,2.0
2020-11-23 15,20.0,0.0,18.3,10.0,50.0,60.25,2.0
2020-11-23 16,19.9,0.2,16.5,10.0,49.9,60.71,5.0
2020-11-23 17,18.0,0.0,16.5,10.0,49.9,72.67,2.0
2020-11-23 18,17.0,0.0,14.6,10.0,49.9,77.4,2.0
2020-11-23 19,17.0,0.0,12.9,10.0,48.7,77.76,2.0
2020-11-23 20,17.0,0.0,11.1,10.0,49.6,77.49,2.0
2020-11-23 23,17.0,0.0,14.8,10.0,49.8,82.6,2.0
2020-11-24 00,17.0,0.0,20.5,10.0,49.8,82.54,2.0
2020-11-24 03,17.0,0.0,27.5,7.0,49.8,87.92,2.0
2020-11-24 04,17.0,5.0,22.0,10.0,49.0,82.74,5.0
2020-11-24 05,16.0,0.0,18.3,10.0,49.8,87.9,2.0
2020-11-24 06,16.0,0.0,16.5,10.0,49.8,87.93,2.0
2020-11-24 07,16.0,6.0,16.5,8.0,49.1,82.67,5.0
2020-11-24 08,16.0,0.0,14.8,10.0,88.2,82.49,1.0
2020-11-24 09,18.0,0.0,17.1,9.3,50.0,77.91,2.0
2020-11-24 10,17.0,0.0,18.3,10.0,49.8,77.6,2.0
2020-11-24 11,18.4,0.0,18.4,9.3,50.0,73.06,2.0
2020-11-24 12,19.0,0.0,24.0,10.0,50.0,68.18,2.0
2020-11-24 13,19.0,1.0,23.8,10.0,49.8,64.4,5.0
2020-11-24 14,19.0,0.0,22.2,10.0,50.0,64.0,2.0
2020-11-24 15,18.0,0.0,20.4,10.0,50.0,68.0,2.0
2020-11-24 16,18.0,0.0,18.2,10.0,49.7,64.15,2.0
2020-11-24 17,17.0,0.0,16.4,10.0,50.0,67.91,2.0
2020-11-24 18,16.0,0.0,9.3,10.0,50.0,72.36,2.0
2020-11-24 19,16.0,0.0,9.2,10.0,49.1,72.69,2.0
2020-11-24 20,15.0,0.0,7.4,10.0,50.0,77.23,2.0
2020-11-24 21,15.0,0.0,9.2,10.0,27.4,82.36,2.0
2020-11-24 23,14.0,0.0,3.6,10.0,27.4,82.27,2.0
2020-11-25 03,12.0,0.0,7.5,10.0,27.4,93.6,2.0
2020-11-25 04,12.0,0.0,7.4,10.0,26.9,93.74,2.0
2020-11-25 05,12.0,0.0,5.3,10.0,27.4,93.67,2.0
2020-11-25 06,12.0,0.0,5.4,10.0,27.4,93.67,2.0
2020-11-25 07,11.5,0.8,3.7,9.8,38.6,94.3,5.0
2020-11-25 08,12.0,0.0,3.6,8.0,27.2,99.96,2.0
2020-11-25 09,13.0,0.0,3.5,8.0,27.2,99.88,2.0
2020-11-25 10,16.0,0.0,5.3,10.0,27.1,87.83,2.0
2020-11-25 11,18.0,0.0,7.7,10.0,27.2,68.05,2.0
2020-11-25 12,19.0,0.0,5.5,10.0,27.2,59.9,2.0
2020-11-25 13,20.0,0.0,7.7,10.0,27.2,53.04,2.0
2020-11-25 14,20.0,0.0,9.4,10.0,49.7,52.75,2.0
2020-11-25 15,21.0,0.0,11.2,10.0,27.4,46.51,2.0
2020-11-25 16,20.0,0.0,9.3,10.0,27.2,49.67,2.0
2020-11-25 17,18.0,0.0,7.5,10.0,27.4,59.69,2.0
2020-11-25 18,17.0,0.0,9.3,10.0,27.4,72.57,2.0
2020-11-25 19,16.0,0.0,7.5,10.0,26.9,77.46,2.0
2020-11-25 20,14.0,0.0,3.6,10.0,27.4,82.26,2.0
2020-11-25 23,13.0,0.0,1.8,6.0,27.1,87.69,2.0
2020-11-26 03,11.0,0.0,1.9,4.0,0.7,99.84,0.0
2020-11-26 04,11.1,0.0,3.6,5.0,0.7,93.51,0.0
2020-11-26 05,10.0,0.0,0.0,6.0,27.1,99.88,2.0
2020-11-26 06,9.1,0.0,3.6,6.0,27.1,99.96,2.0
2020-11-26 07,10.1,0.2,3.6,3.1,27.1,93.53,5.0
2020-11-26 08,12.0,0.0,1.8,4.1,27.4,93.71,2.0
2020-11-26 09,14.0,0.0,1.8,6.0,27.4,99.93,2.0
2020-11-26 10,17.0,0.0,3.7,10.0,26.9,82.78,2.0
2020-11-26 11,18.0,0.0,7.7,10.0,27.4,72.65,2.0
2020-11-26 12,20.0,0.0,13.0,10.0,27.2,56.36,2.0
2020-11-26 13,21.9,0.0,16.5,10.0,27.1,41.25,2.0
2020-11-26 14,21.0,0.0,14.7,10.0,27.2,46.5,2.0
2020-11-26 15,21.0,0.0,14.8,10.0,27.2,40.6,2.0
2020-11-26 16,20.0,0.0,14.7,10.0,26.9,46.56,2.0
2020-11-26 17,18.0,0.0,11.7,10.0,35.7,76.09,2.0
2020-11-26 18,18.0,0.0,11.2,10.0,27.6,63.88,2.0
2020-11-26 19,17.0,0.0,12.8,10.0,26.9,72.73,2.0
2020-11-26 20,16.0,0.0,9.3,10.0,27.4,77.28,2.0
2020-11-27 03,12.1,0.0,0.1,8.0,27.1,93.57,2.0
2020-11-27 04,13.0,0.2,5.5,8.0,26.6,93.65,5.0
2020-11-27 05,11.2,0.0,7.7,8.0,29.8,93.39,2.0
2020-11-27 06,12.1,0.0,2.0,8.0,29.8,93.52,2.0
2020-11-27 07,12.1,0.2,5.3,6.0,26.9,99.82,5.0
2020-11-27 08,12.0,0.0,1.8,8.0,50.0,93.67,2.0
2020-11-27 09,15.0,0.0,2.0,8.0,50.0,93.64,2.0
2020-11-27 10,17.0,0.4,5.5,10.0,49.8,88.0,5.0
2020-11-27 11,19.0,0.0,7.5,10.0,50.0,82.79,2.0
2020-11-27 12,20.0,0.0,7.6,10.0,49.7,68.54,2.0
2020-11-27 13,19.9,8.0,7.8,10.0,49.8,64.52,5.0
2020-11-27 14,19.0,0.0,11.2,10.0,50.0,68.31,2.0
2020-11-27 15,18.0,0.0,13.0,10.0,50.0,68.21,2.0
2020-11-27 16,18.0,4.0,11.3,10.0,49.1,77.93,5.0
2020-11-27 17,18.0,0.0,11.3,10.0,50.0,77.61,2.0
2020-11-27 18,18.0,0.0,13.0,10.0,50.0,82.76,2.0
2020-11-27 19,18.0,0.4,16.6,10.0,49.1,82.9,5.0
2020-11-27 20,18.0,0.0,11.3,10.0,50.0,82.72,2.0
2020-11-27 21,18.0,0.0,14.9,10.0,49.8,82.69,2.0
2020-11-28 03,19.0,0.0,27.7,10.0,49.8,72.93,2.0
2020-11-28 04,19.0,0.0,27.8,10.0,49.5,72.96,2.0
2020-11-28 05,19.4,0.0,30.6,10.0,39.0,79.5,2.0
2020-11-28 06,20.0,0.0,35.1,10.0,49.8,64.31,2.0
2020-11-28 07,19.0,0.0,33.4,8.0,49.7,64.12,2.0
2020-11-28 08,18.0,0.0,31.5,8.0,50.0,68.11,2.0
2020-11-28 09,19.0,0.0,20.6,8.0,50.3,68.31,2.0
2020-11-28 10,20.0,0.8,26.0,8.0,49.6,60.41,5.0
2020-11-28 11,21.0,0.0,35.2,6.1,50.3,49.73,2.0
2020-11-28 12,21.0,0.0,24.3,6.1,50.3,43.48,2.0
2020-11-28 13,21.9,0.0,24.2,8.0,49.6,38.51,2.0
2020-11-28 14,21.0,0.0,22.4,8.0,50.0,37.9,2.0
2020-11-28 15,21.0,0.0,31.6,8.0,49.8,33.04,2.0
2020-11-28 16,20.0,0.0,38.3,8.0,26.9,33.02,2.0
2020-11-28 17,18.0,0.0,20.6,10.0,27.4,42.4,2.0
2020-11-28 18,17.0,0.0,18.3,10.0,27.4,45.3,2.0
2020-11-28 19,17.0,0.0,20.5,10.0,26.9,48.66,2.0
2020-11-28 23,14.0,0.0,16.6,10.0,27.4,54.72,2.0
2020-11-29 04,14.9,0.0,22.0,10.0,26.9,55.49,2.0
2020-11-29 05,14.0,0.0,14.7,10.0,27.4,62.99,2.0
2020-11-29 06,14.0,0.0,13.0,10.0,27.4,63.06,2.0
2020-11-29 07,13.9,0.0,14.7,10.0,27.0,67.64,2.0
2020-11-29 08,14.0,0.0,16.5,10.0,88.6,67.48,1.0
2020-11-29 09,14.0,0.0,22.2,7.0,88.6,72.04,1.0
2020-11-29 10,13.0,0.2,18.2,7.0,86.7,82.06,4.0
2020-11-29 11,13.0,0.0,18.3,10.0,50.0,87.65,2.0
2020-11-29 12,15.0,0.0,24.1,10.0,50.0,82.26,2.0
2020-11-29 13,16.0,0.0,16.7,7.0,88.1,77.13,1.0
2020-11-29 14,17.0,0.0,27.6,8.0,88.2,72.38,1.0
2020-11-29 15,17.0,0.0,20.5,10.0,49.8,72.38,2.0
2020-11-29 16,16.0,0.0,20.6,8.0,86.6,77.27,1.0
2020-11-29 17,16.0,0.0,14.7,8.0,88.2,77.19,1.0
2020-11-29 18,15.0,0.0,13.0,8.0,88.2,82.24,1.0
2020-11-29 19,15.0,0.0,11.2,8.0,27.2,82.3,2.0
2020-11-29 21,15.0,0.0,9.4,8.0,27.4,82.23,2.0
2020-11-30 03,13.0,0.0,9.3,10.0,27.1,87.66,2.0
2020-11-30 04,13.0,0.0,11.1,10.0,27.2,87.75,2.0
2020-11-30 05,13.0,0.0,9.3,10.0,27.4,87.7,2.0
2020-11-30 06,14.0,0.0,7.5,9.9,27.4,87.81,2.0
2020-11-30 07,13.9,0.0,7.5,9.9,27.7,88.03,2.0
2020-11-30 08,14.0,0.0,11.1,10.0,50.0,87.91,2.0
2020-11-30 09,16.0,0.0,9.3,10.0,50.0,82.45,2.0
2020-11-30 10,17.9,0.0,12.8,10.0,49.8,73.04,2.0
2020-11-30 11,18.0,0.0,12.9,10.0,50.0,72.58,2.0
2020-11-30 12,19.0,0.0,14.8,10.0,50.0,63.85,2.0
2020-11-30 13,20.0,0.0,13.0,10.0,49.5,60.47,2.0
2020-11-30 14,19.0,0.0,13.0,10.0,50.0,63.88,2.0
2020-11-30 15,19.0,0.0,11.2,10.0,50.0,59.88,2.0
2020-11-30 16,19.0,0.0,14.8,10.0,27.9,60.23,2.0
2020-11-30 17,18.0,0.0,13.0,10.0,27.5,59.83,2.0
2020-11-30 18,17.0,0.0,9.3,10.0,27.5,68.03,2.0
2020-11-30 19,16.0,0.0,9.2,10.0,27.2,77.33,2.0
2020-11-30 20,16.0,0.0,9.3,10.0,27.4,77.27,2.0
2020-12-01 03,13.0,0.0,7.4,10.0,27.1,87.82,2.0
2020-12-01 04,12.9,0.0,9.2,7.0,1.2,87.93,0.0
2020-12-01 05,13.0,0.0,11.2,10.0,27.2,87.66,2.0
2020-12-01 06,12.9,0.0,9.3,10.0,27.4,87.8,2.0
2020-12-01 07,12.0,0.0,7.4,9.9,26.7,93.69,2.0
2020-12-01 08,12.9,0.0,5.4,10.0,27.5,87.86,2.0
2020-12-01 09,15.0,0.0,3.6,10.0,27.5,77.32,2.0
2020-12-01 10,16.0,0.0,11.0,10.0,27.3,72.78,2.0
2020-12-01 11,18.0,0.0,14.7,10.0,27.5,63.85,2.0
2020-12-01 12,19.0,0.0,14.7,10.0,27.6,59.9,2.0
2020-12-01 13,20.0,0.0,9.3,10.0,27.2,52.92,2.0
2020-12-01 14,20.0,0.0,5.5,10.0,27.6,52.62,2.0
2020-12-01 15,20.0,0.0,12.9,10.0,27.6,49.29,2.0
2020-12-01 16,20.0,0.0,5.5,10.0,27.4,46.44,2.0
2020-12-01 17,18.0,0.0,5.4,10.0,27.5,52.28,2.0
2020-12-01 18,15.0,0.0,1.8,10.0,27.5,67.62,2.0
2020-12-01 19,13.0,0.0,1.9,10.0,27.0,77.08,2.0
2020-12-01 20,13.0,0.0,0.1,10.0,27.5,82.14,2.0
2020-12-02 03,12.0,0.0,9.3,8.0,49.8,93.64,2.0
2020-12-02 04,12.0,0.0,7.5,8.0,49.0,93.7,2.0
2020-12-02 05,11.0,0.0,9.2,8.0,49.8,93.66,2.0
2020-12-02 06,11.0,0.0,12.8,8.0,49.8,93.66,2.0
2020-12-02 07,11.0,0.0,9.1,10.0,27.0,93.8,2.0
2020-12-02 08,12.0,0.0,9.2,9.9,27.5,93.71,2.0
2020-12-02 09,14.0,0.0,16.4,10.0,27.5,82.33,2.0
2020-12-02 10,15.0,0.0,14.4,10.0,27.4,72.45,2.0
2020-12-02 11,17.0,0.0,20.4,10.0,27.2,59.45,2.0
2020-12-02 12,19.0,0.0,24.0,10.0,27.5,49.1,2.0
2020-12-02 13,19.0,0.0,20.3,10.0,49.7,46.22,2.0
2020-12-02 14,19.0,0.0,18.3,10.0,49.9,42.96,2.0
2020-12-02 15,18.0,0.0,16.5,10.0,49.9,48.84,2.0
2020-12-02 16,18.9,0.0,11.2,10.0,50.3,46.33,2.0
2020-12-02 17,17.0,0.0,7.7,10.0,50.3,52.16,2.0
2020-12-02 18,16.0,0.0,18.2,10.0,50.4,67.82,2.0
2020-12-02 19,14.0,0.0,14.5,10.0,49.4,82.37,2.0
2020-12-02 20,14.0,0.0,9.3,10.0,50.3,82.29,2.0
2020-12-03 03,11.0,0.0,11.1,8.0,88.6,87.51,1.0
2020-12-03 04,11.0,5.0,13.0,8.0,87.0,87.81,4.0
2020-12-03 05,10.0,0.0,11.2,8.0,88.6,93.5,1.0
2020-12-03 06,11.0,0.0,12.9,8.0,88.6,87.58,1.0
2020-12-03 07,11.0,2.0,14.6,8.0,87.1,87.81,4.0
2020-12-03 08,11.0,0.0,16.4,10.0,88.6,87.58,1.0
2020-12-03 09,11.0,0.0,20.5,10.0,88.5,87.32,1.0
2020-12-03 10,13.0,0.0,18.3,10.0,28.3,76.92,2.0
2020-12-03 11,14.0,0.0,14.8,10.0,50.4,72.07,2.0
2020-12-03 12,14.0,0.0,25.8,10.0,88.9,72.02,1.0
2020-12-03 13,13.0,0.0,20.7,8.1,88.4,76.62,1.0
2020-12-03 14,14.0,0.0,25.8,10.0,88.6,71.76,1.0
2020-12-03 15,13.0,0.0,27.7,6.1,88.9,71.64,1.0
2020-12-03 16,13.0,0.0,16.7,10.0,50.4,76.66,2.0
2020-12-03 17,13.0,0.0,11.4,10.0,50.4,76.54,2.0
2020-12-03 18,13.0,0.0,9.5,10.0,50.4,71.65,2.0
2020-12-03 19,12.0,0.0,16.5,10.0,49.6,71.65,2.0
2020-12-03 20,12.0,0.0,14.7,10.0,28.0,66.83,2.0
2020-12-04 03,9.0,0.0,16.4,10.0,49.8,81.49,2.0
2020-12-04 04,9.0,0.0,18.0,8.0,1.2,76.21,0.0
2020-12-04 05,9.0,0.0,12.8,8.0,1.3,76.18,0.0
2020-12-04 06,9.0,0.0,11.0,10.0,27.4,76.21,2.0
