datetime,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
2020-08-20 15,35.0,0.0,18.5,10.0,0.0,23.65,0.0
2020-08-20 16,35.9,0.0,16.8,10.0,0.0,19.92,0.0
2020-08-20 17,34.9,0.0,14.8,10.0,0.0,19.47,0.0
2020-08-20 18,33.0,0.0,14.8,10.0,0.0,26.49,0.0
2020-08-20 19,31.9,0.0,16.6,10.0,0.0,30.09,0.0
2020-08-20 20,30.0,0.0,14.6,10.0,0.0,38.01,0.0
2020-08-20 21,29.0,0.0,11.1,10.0,0.0,40.25,0.0
2020-08-20 22,28.0,0.0,11.2,10.0,0.0,58.53,0.0
2020-08-20 23,28.0,0.0,11.2,10.0,0.0,61.91,0.0
2020-08-21 00,28.0,0.0,11.2,10.0,0.0,65.78,0.0
2020-08-21 01,27.9,0.0,9.5,10.0,0.0,66.38,0.0
2020-08-21 03,27.0,0.0,9.5,10.0,0.0,74.33,0.0
2020-08-21 04,27.0,0.0,9.5,10.0,0.0,79.17,0.0
2020-08-21 05,27.0,0.0,11.3,10.0,0.0,78.98,0.0
2020-08-21 06,26.0,0.0,9.4,10.0,0.0,78.84,0.0
2020-08-21 07,28.0,0.0,9.3,10.1,0.7,70.43,0.0
2020-08-21 08,30.0,0.0,11.2,10.0,0.7,55.34,0.0
2020-08-21 09,32.0,0.0,11.1,10.0,0.7,43.7,0.0
2020-08-21 10,33.0,0.0,11.2,10.1,0.6,38.88,0.0
2020-08-21 11,33.0,0.0,14.8,10.0,0.4,38.76,0.0
2020-08-21 12,35.0,0.0,18.4,10.0,0.4,34.72,0.0
2020-08-21 13,36.0,0.0,18.4,10.1,0.4,27.26,0.0
2020-08-21 14,36.0,0.0,20.5,10.0,0.4,25.46,0.0
2020-08-21 15,36.0,0.0,18.4,10.0,0.0,28.92,0.0
2020-08-21 16,36.0,0.0,20.4,10.1,1.3,33.1,0.0
2020-08-21 17,34.0,0.0,20.5,10.0,0.0,38.95,0.0
2020-08-21 18,32.0,0.0,20.5,10.0,0.0,41.01,0.0
2020-08-21 19,31.0,0.0,14.9,10.0,0.0,49.42,0.0
2020-08-21 20,30.0,0.0,13.0,10.0,0.0,48.92,0.0
2020-08-21 21,29.0,0.0,14.8,10.0,27.0,62.25,2.0
2020-08-21 22,29.0,0.0,14.8,10.0,26.6,66.46,2.0
2020-08-21 23,29.0,0.0,13.0,10.0,27.0,66.24,2.0
2020-08-22 00,28.0,0.0,15.1,10.0,0.0,84.23,0.0
2020-08-22 03,,,,,,,
2020-08-22 04,,,,,,,
2020-08-22 05,,,,,,,
2020-08-22 06,,,,,,,
2020-08-22 07,,,,,,,
2020-08-22 08,,,,,,,
2020-08-22 09,,,,,,,
2020-08-22 10,,,,,,,
2020-08-22 11,,,,,,,
2020-08-22 12,,,,,,,
2020-08-22 13,,,,,,,
2020-08-22 14,,,,,,,
2020-08-22 15,,,,,,,
2020-08-22 16,,,,,,,
2020-08-22 17,,,,,,,
2020-08-22 18,,,,,,,
2020-08-22 19,,,,,,,
2020-08-22 20,,,,,,,
2020-08-22 21,,,,,,,
2020-08-22 22,,,,,,,
2020-08-22 23,,,,,,,
2020-08-23 00,28.0,0.0,20.4,10.0,1.3,62.15,0.0
2020-08-23 01,27.0,0.0,21.9,10.0,1.2,66.06,0.0
2020-08-23 03,27.0,0.0,16.7,10.0,1.3,65.8,0.0
2020-08-23 04,27.0,0.0,11.2,10.0,0.7,66.07,0.0
2020-08-23 05,27.0,0.0,16.6,10.0,0.7,65.87,0.0
2020-08-23 06,27.0,0.0,18.4,10.0,49.8,61.91,2.0
2020-08-23 07,27.0,0.0,18.3,10.0,49.3,66.01,2.0
2020-08-23 08,29.0,0.0,16.8,10.0,49.8,55.15,2.0
2020-08-23 09,30.0,0.0,20.6,10.0,49.8,48.91,2.0
2020-08-23 10,31.0,0.0,24.1,10.0,49.3,46.38,2.0
2020-08-23 11,33.0,0.0,29.6,10.0,49.8,36.48,2.0
2020-08-23 12,33.9,0.0,26.0,10.0,49.8,34.51,2.0
2020-08-23 13,34.0,0.0,29.4,10.0,49.3,34.64,2.0
2020-08-23 14,33.9,0.0,26.0,10.0,49.8,30.42,2.0
2020-08-23 15,33.9,0.0,25.9,10.0,27.4,32.41,2.0
2020-08-23 16,33.9,0.0,24.2,10.0,27.1,32.43,2.0
2020-08-23 17,32.0,0.0,31.6,10.0,27.1,33.95,2.0
2020-08-23 18,31.0,0.0,26.0,10.0,27.1,35.91,2.0
2020-08-23 19,29.0,0.0,25.9,10.0,0.7,40.48,0.0
2020-08-23 20,28.0,0.0,25.9,10.0,0.7,45.44,0.0
2020-08-23 21,27.0,0.0,29.3,10.0,0.7,54.6,0.0
2020-08-23 22,26.0,0.0,29.0,10.0,0.7,57.99,0.0
2020-08-23 23,26.0,0.0,25.8,10.0,0.7,57.87,0.0
2020-08-24 00,26.0,0.0,20.5,10.0,0.0,57.73,0.0
2020-08-24 01,25.0,0.0,20.3,10.0,26.8,61.5,2.0
2020-08-24 03,25.0,0.0,16.6,10.0,27.1,61.35,2.0
2020-08-24 04,25.0,0.0,11.2,10.0,0.7,61.59,0.0
2020-08-24 05,25.0,0.0,19.6,10.0,21.4,67.01,0.0
2020-08-24 06,24.0,0.0,5.6,10.0,0.7,64.94,0.0
2020-08-24 07,25.0,0.0,11.3,10.0,0.7,61.42,0.0
2020-08-24 08,27.0,0.0,16.7,10.0,27.4,48.02,2.0
2020-08-24 09,28.0,0.0,22.4,10.0,27.4,39.86,2.0
2020-08-24 10,30.0,0.0,25.8,10.0,26.9,33.49,2.0
2020-08-24 11,31.0,0.0,24.2,10.0,27.1,27.61,2.0
2020-08-24 12,32.0,0.0,29.5,10.0,27.1,27.87,2.0
2020-08-24 13,32.0,0.0,26.0,10.1,26.8,24.51,2.0
2020-08-24 14,32.9,0.0,27.7,10.0,27.4,24.72,2.0
2020-08-24 15,32.0,0.0,29.5,10.0,27.4,24.48,2.0
2020-08-24 16,32.0,0.0,29.5,10.1,26.8,26.22,2.0
2020-08-24 17,31.0,0.0,31.6,10.0,27.1,33.61,2.0
2020-08-24 18,29.0,0.0,24.1,10.0,27.1,40.15,2.0
2020-08-24 19,28.0,0.0,24.1,10.0,26.8,45.51,2.0
2020-08-24 20,27.0,0.0,14.9,10.0,27.0,48.11,2.0
2020-08-24 21,26.0,0.0,16.5,10.0,27.0,54.31,2.0
2020-08-24 22,26.0,0.0,16.5,10.0,26.6,54.49,2.0
2020-08-24 23,25.0,0.0,22.3,10.0,27.0,57.63,2.0
2020-08-25 00,25.0,0.0,16.4,10.0,0.0,72.56,0.0
2020-08-25 01,25.0,0.0,14.8,10.0,26.6,57.85,2.0
2020-08-25 03,24.0,0.0,11.2,10.0,27.1,61.03,2.0
2020-08-25 04,24.0,0.0,16.5,10.0,26.8,61.39,2.0
2020-08-25 05,24.0,0.0,14.7,10.0,0.7,61.12,0.0
2020-08-25 06,24.0,0.0,20.4,10.0,27.4,61.16,2.0
2020-08-25 07,25.0,0.0,18.3,10.0,27.1,57.77,2.0
2020-08-25 08,26.0,0.0,20.5,10.0,49.9,54.17,2.0
2020-08-25 09,28.0,0.0,25.9,10.0,49.9,42.44,2.0
2020-08-25 10,29.0,0.0,22.3,10.0,49.3,37.81,2.0
2020-08-25 11,30.0,0.0,24.1,10.0,49.9,33.29,2.0
2020-08-25 12,31.0,0.0,24.1,10.0,27.5,31.42,2.0
2020-08-25 13,32.0,0.0,25.7,10.0,26.9,29.78,2.0
2020-08-25 14,32.0,0.0,24.1,10.0,27.2,24.46,2.0
2020-08-25 15,32.0,0.0,27.6,10.0,27.2,26.11,2.0
2020-08-25 16,31.0,0.0,29.3,10.0,26.8,31.47,2.0
2020-08-25 17,30.0,0.0,27.6,10.0,27.1,31.24,2.0
2020-08-25 18,29.0,0.0,22.2,10.0,27.1,37.67,2.0
2020-08-25 19,27.0,0.0,18.3,10.0,26.6,45.23,2.0
2020-08-25 20,26.0,0.0,11.1,10.0,27.0,54.38,2.0
2020-08-25 21,25.0,0.0,11.1,10.0,27.0,65.29,2.0
2020-08-25 22,25.0,0.0,7.5,10.0,26.6,61.59,2.0
2020-08-25 23,25.0,0.0,5.4,10.0,27.0,61.5,2.0
2020-08-26 00,24.0,0.0,7.5,10.0,27.0,65.2,2.0
2020-08-26 01,,,,,,,
2020-08-26 03,,,,,,,
2020-08-26 04,,,,,,,
2020-08-26 05,,,,,,,
2020-08-26 06,,,,,,,
2020-08-26 07,,,,,,,
2020-08-26 08,,,,,,,
2020-08-26 09,,,,,,,
2020-08-26 10,,,,,,,
2020-08-26 11,,,,,,,
2020-08-26 12,,,,,,,
2020-08-26 13,,,,,,,
2020-08-26 14,,,,,,,
2020-08-26 15,,,,,,,
2020-08-26 16,,,,,,,
2020-08-26 17,,,,,,,
2020-08-26 18,,,,,,,
2020-08-26 19,,,,,,,
2020-08-26 20,,,,,,,
2020-08-26 21,,,,,,,
2020-08-26 22,,,,,,,
2020-08-26 23,,,,,,,
2020-08-27 00,22.0,0.0,0.1,10.0,0.7,83.29,0.0
2020-08-27 01,23.9,0.0,3.6,10.0,0.7,78.67,0.0
2020-08-27 02,24.0,0.0,3.6,10.0,0.7,78.57,0.0
2020-08-27 03,23.0,0.0,7.5,10.0,0.0,83.29,0.0
2020-08-27 04,22.9,0.0,9.2,10.0,0.7,83.51,0.0
2020-08-27 05,23.0,0.0,9.3,10.0,0.0,78.33,0.0
2020-08-27 06,22.0,0.0,5.3,10.0,0.7,83.32,0.0
2020-08-27 07,23.9,0.0,1.8,10.0,0.7,78.73,0.0
2020-08-27 08,26.0,0.0,7.6,10.0,0.7,65.62,0.0
2020-08-27 09,28.0,0.0,3.7,10.0,0.0,51.55,0.0
2020-08-27 10,30.0,0.0,5.5,10.0,0.0,43.19,0.0
2020-08-27 11,31.0,0.0,3.7,10.0,0.0,35.83,0.0
2020-08-27 12,34.0,0.0,3.8,10.0,0.0,21.92,0.0
2020-08-27 13,34.0,0.0,9.4,10.0,0.0,28.42,0.0
2020-08-27 14,34.0,0.0,11.2,10.0,0.0,30.27,0.0
2020-08-27 15,33.0,0.0,11.2,10.0,0.0,40.91,0.0
2020-08-27 16,32.1,0.0,11.1,10.0,0.0,40.33,0.0
2020-08-27 17,32.0,0.0,9.5,10.0,0.7,40.84,0.0
2020-08-27 18,30.0,0.0,14.8,10.0,0.7,48.76,0.0
2020-08-27 19,28.0,0.0,14.7,10.0,0.7,61.88,0.0
2020-08-27 20,26.0,0.0,11.1,10.0,0.7,74.08,0.0
2020-08-27 21,25.0,0.0,1.8,10.0,0.0,78.61,0.0
2020-08-27 22,24.0,0.0,2.0,10.0,0.0,78.55,0.0
2020-08-27 23,25.0,0.0,3.6,10.0,0.0,78.56,0.0
2020-08-28 00,25.0,0.0,3.6,10.0,0.0,78.61,0.0
2020-08-28 01,24.9,0.0,1.8,10.0,0.0,78.84,0.0
2020-08-28 03,21.0,0.0,3.6,10.0,0.0,83.09,0.0
2020-08-28 04,21.0,0.0,1.8,10.0,0.0,83.23,0.0
2020-08-28 05,22.0,0.0,5.4,10.0,0.0,88.47,0.0
2020-08-28 06,22.9,0.0,5.4,10.0,0.0,78.44,0.0
2020-08-28 07,24.0,0.0,5.3,10.0,0.0,73.95,0.0
2020-08-28 08,27.0,0.0,5.4,10.0,0.0,54.56,0.0
2020-08-28 09,28.7,0.0,4.1,10.0,0.0,58.28,0.0
2020-08-28 10,33.0,0.0,7.5,10.0,0.0,26.36,0.0
2020-08-28 11,34.0,0.0,5.4,10.0,0.0,20.33,0.0
2020-08-28 12,35.0,0.0,5.5,10.0,0.0,16.83,0.0
2020-08-28 13,36.0,0.0,9.5,10.1,0.0,11.71,0.0
2020-08-28 14,36.9,0.0,14.8,10.0,0.0,15.2,0.0
2020-08-28 15,35.9,0.0,14.9,10.0,0.0,18.37,0.0
2020-08-28 16,35.0,0.0,16.6,10.1,0.3,28.73,0.0
2020-08-28 17,34.9,0.0,13.1,10.0,0.0,28.71,0.0
2020-08-28 18,33.0,0.0,16.5,10.0,0.0,26.45,0.0
2020-08-28 19,29.2,0.0,16.1,10.0,11.8,64.06,0.0
2020-08-28 20,29.3,0.0,17.8,10.0,21.4,64.2,0.0
2020-08-28 21,29.0,0.0,14.8,10.0,0.7,48.58,0.0
2020-08-28 22,29.0,0.0,12.9,10.0,0.0,51.78,0.0
2020-08-28 23,30.0,0.0,7.6,10.0,0.0,35.73,0.0
2020-08-29 00,30.0,0.0,14.7,10.0,0.0,29.39,0.0
2020-08-29 01,30.0,0.0,12.7,10.0,0.0,30.38,0.0
2020-08-29 03,29.0,0.0,12.9,10.0,0.0,29.08,0.0
2020-08-29 04,28.9,0.0,16.3,10.0,0.0,31.23,0.0
2020-08-29 05,28.9,0.0,12.9,10.0,0.7,31.08,0.0
2020-08-29 06,26.4,0.0,8.8,10.0,21.4,58.69,0.0
2020-08-29 07,28.9,0.0,16.3,10.0,0.7,35.59,0.0
2020-08-29 08,29.3,0.0,6.0,10.0,21.4,48.66,0.0
2020-08-29 09,33.9,0.0,14.7,10.0,27.1,28.39,2.0
2020-08-29 10,35.0,0.0,14.7,10.0,27.0,25.3,2.0
2020-08-29 11,37.0,0.0,11.2,10.0,27.4,21.15,2.0
2020-08-29 12,38.0,0.0,16.5,10.0,27.2,18.69,2.0
2020-08-29 13,39.0,0.0,14.7,10.0,26.9,16.72,2.0
2020-08-29 14,38.0,0.0,20.5,10.0,29.8,22.81,2.0
2020-08-29 15,36.1,0.0,25.8,10.0,29.8,28.76,2.0
2020-08-29 16,36.0,0.0,22.4,10.0,29.0,31.18,2.0
2020-08-29 17,34.0,0.0,24.0,10.0,27.1,38.87,2.0
2020-08-29 18,32.0,0.0,22.2,10.0,27.1,46.38,2.0
2020-08-29 19,30.0,0.0,20.6,10.0,26.8,59.1,2.0
2020-08-29 20,30.0,0.0,22.3,10.0,27.1,58.88,2.0
2020-08-29 21,31.0,0.0,16.6,10.0,27.1,49.17,2.0
2020-08-29 22,30.9,0.0,11.2,10.0,26.8,52.71,2.0
2020-08-29 23,30.0,0.0,16.4,10.0,27.1,58.84,2.0
2020-08-30 00,29.9,0.0,5.4,10.0,27.1,49.03,2.0
2020-08-30 01,,,,,,,
2020-08-30 02,,,,,,,
2020-08-30 03,,,,,,,
2020-08-30 04,,,,,,,
2020-08-30 05,,,,,,,
2020-08-30 06,,,,,,,
2020-08-30 07,,,,,,,
2020-08-30 08,,,,,,,
2020-08-30 09,,,,,,,
2020-08-30 10,,,,,,,
2020-08-30 11,,,,,,,
2020-08-30 12,,,,,,,
2020-08-30 13,,,,,,,
2020-08-30 14,,,,,,,
2020-08-30 15,,,,,,,
2020-08-30 16,,,,,,,
2020-08-30 17,,,,,,,
2020-08-30 18,,,,,,,
2020-08-30 19,,,,,,,
2020-08-30 20,,,,,,,
2020-08-30 21,,,,,,,
2020-08-30 22,,,,,,,
2020-08-30 23,,,,,,,
2020-08-31 00,26.0,0.0,5.4,10.0,27.4,74.19,2.0
2020-08-31 01,25.0,0.0,3.7,10.0,27.1,78.78,2.0
2020-08-31 03,26.1,0.0,14.6,10.0,30.0,78.81,2.0
2020-08-31 04,26.0,0.0,9.3,10.0,29.3,74.6,2.0
2020-08-31 05,26.1,0.0,7.5,10.0,30.0,69.88,2.0
2020-08-31 06,25.1,0.0,7.5,10.0,30.0,74.15,2.0
2020-08-31 07,26.1,0.0,3.8,10.0,31.4,70.09,2.0
2020-08-31 08,28.0,0.0,2.0,10.0,30.7,58.61,2.0
2020-08-31 09,29.1,0.0,9.5,10.0,30.7,55.06,2.0
2020-08-31 10,30.1,0.0,22.1,10.0,30.8,43.71,2.0
2020-08-31 11,31.9,0.0,22.5,10.0,27.5,43.66,2.0
2020-08-31 12,29.0,0.0,38.8,10.0,50.3,51.7,2.0
2020-08-31 13,27.1,0.0,42.1,10.0,50.6,54.53,2.0
2020-08-31 14,26.0,0.0,33.3,10.0,50.3,57.77,2.0
2020-08-31 15,25.0,0.0,31.5,10.0,50.4,61.33,2.0
2020-08-31 16,25.0,0.0,29.3,10.0,51.1,61.45,2.0
2020-08-31 17,25.0,0.0,18.4,10.0,50.7,61.26,2.0
2020-08-31 18,24.0,0.0,16.6,10.0,67.3,64.89,2.0
2020-08-31 19,24.0,0.0,16.6,10.0,49.4,61.2,2.0
2020-08-31 20,24.0,0.0,18.2,10.0,50.0,57.32,2.0
2020-08-31 21,23.0,0.0,16.4,10.0,49.8,57.08,2.0
2020-08-31 22,23.0,0.0,16.4,10.0,49.3,57.3,2.0
2020-08-31 23,23.0,0.0,9.4,10.0,49.8,57.04,2.0
2020-09-01 00,23.0,0.0,9.4,10.0,49.8,57.04,2.0
2020-09-01 01,22.9,0.0,9.4,10.0,26.8,53.84,2.0
2020-09-01 03,22.0,0.0,11.1,10.0,27.1,53.25,2.0
2020-09-01 04,21.9,0.0,9.3,10.0,26.8,53.56,2.0
2020-09-01 05,21.0,0.0,9.3,10.0,27.1,56.57,2.0
2020-09-01 06,21.0,0.0,9.3,10.0,27.1,56.57,2.0
2020-09-01 07,22.0,0.0,7.6,10.0,26.9,53.48,2.0
2020-09-01 08,24.0,0.0,11.2,10.0,27.5,47.1,2.0
2020-09-01 09,26.0,0.0,13.0,10.0,27.5,39.19,2.0
2020-09-01 10,26.0,0.0,14.8,10.0,36.0,36.83,2.0
2020-09-01 11,28.0,0.0,20.4,10.0,27.5,28.63,2.0
2020-09-01 12,28.0,0.0,22.2,10.0,27.5,32.66,2.0
2020-09-01 13,28.0,0.0,22.1,10.0,27.3,34.94,2.0
2020-09-01 14,28.0,0.0,22.2,10.0,27.5,34.82,2.0
2020-09-01 15,28.0,0.0,25.7,10.0,27.2,34.84,2.0
2020-09-01 16,27.0,0.0,23.8,10.0,27.4,37.0,2.0
2020-09-01 17,27.0,0.0,23.9,10.0,27.2,36.93,2.0
2020-09-01 18,25.0,0.0,20.4,10.0,27.2,41.58,2.0
2020-09-01 19,24.0,0.0,14.6,10.0,26.8,44.38,2.0
2020-09-01 20,24.0,0.0,11.0,10.0,27.1,50.35,2.0
2020-09-01 21,23.0,0.0,5.4,10.0,27.1,57.01,2.0
2020-09-01 22,22.0,0.0,5.4,10.0,26.8,56.94,2.0
2020-09-01 23,22.0,0.0,7.5,10.0,27.4,56.77,2.0
2020-09-02 00,22.0,0.0,3.6,10.0,27.4,60.63,2.0
2020-09-02 03,24.0,0.0,7.6,10.0,27.2,53.84,2.0
2020-09-02 04,23.9,0.0,7.6,10.0,26.9,54.1,2.0
2020-09-02 05,21.0,0.0,9.3,10.0,27.4,68.58,2.0
2020-09-02 06,22.0,0.0,0.3,10.0,36.0,73.16,2.0
2020-09-02 07,23.0,0.0,0.3,10.0,36.2,65.0,2.0
2020-09-02 08,24.0,0.0,9.5,10.0,49.9,57.3,2.0
2020-09-02 09,26.0,0.0,7.7,10.0,36.3,50.89,2.0
2020-09-02 10,27.0,0.0,9.5,10.0,36.5,48.2,2.0
2020-09-02 11,29.0,0.0,5.4,10.0,50.0,40.16,2.0
2020-09-02 12,27.9,0.0,11.3,10.0,50.0,45.45,2.0
2020-09-02 13,29.0,0.0,18.2,10.0,50.4,43.0,2.0
2020-09-02 14,28.0,0.0,29.3,10.0,50.0,48.3,2.0
2020-09-02 15,27.0,0.0,20.5,10.0,50.0,54.4,2.0
2020-09-02 16,27.0,0.0,14.7,10.0,50.5,54.59,2.0
2020-09-02 17,26.0,0.0,11.2,10.0,67.3,54.19,2.0
2020-09-02 18,26.0,0.0,9.4,10.0,67.3,54.26,2.0
2020-09-02 19,25.9,0.0,7.6,10.0,87.2,58.04,1.0
2020-09-02 20,25.0,0.0,7.6,10.0,88.2,61.29,1.0
2020-09-02 21,25.0,0.0,1.9,10.0,49.8,61.29,2.0
2020-09-02 22,24.0,0.0,0.1,10.0,27.1,69.41,2.0
2020-09-02 23,24.0,0.0,7.4,10.0,27.4,57.38,2.0
2020-09-03 00,24.0,0.0,12.7,10.0,49.8,57.38,2.0
2020-09-03 02,,,,,,,
2020-09-03 03,,,,,,,
2020-09-03 04,,,,,,,
2020-09-03 05,,,,,,,
2020-09-03 06,,,,,,,
2020-09-03 07,,,,,,,
2020-09-03 08,,,,,,,
2020-09-03 09,,,,,,,
2020-09-03 10,,,,,,,
2020-09-03 11,,,,,,,
2020-09-03 12,,,,,,,
2020-09-03 13,,,,,,,
2020-09-03 14,,,,,,,
2020-09-03 15,,,,,,,
2020-09-03 16,,,,,,,
2020-09-03 17,,,,,,,
2020-09-03 18,,,,,,,
2020-09-03 19,,,,,,,
2020-09-03 20,,,,,,,
2020-09-03 21,,,,,,,
2020-09-03 22,,,,,,,
2020-09-03 23,,,,,,,
2020-09-04 00,21.1,0.0,6.8,10.0,39.0,74.84,2.0
2020-09-04 02,22.9,0.0,12.8,10.0,27.4,64.98,2.0
2020-09-04 03,22.0,0.0,11.1,10.0,1.3,68.95,0.0
2020-09-04 04,21.9,0.0,9.2,10.0,26.9,69.28,2.0
2020-09-04 05,21.9,0.0,11.1,10.0,27.4,64.81,2.0
2020-09-04 06,21.9,0.0,11.0,10.0,27.1,64.83,2.0
2020-09-04 07,22.9,0.0,9.2,10.0,48.9,61.38,2.0
2020-09-04 08,25.0,0.0,11.1,10.0,50.0,54.02,2.0
2020-09-04 09,27.0,0.0,13.0,10.0,50.0,51.13,2.0
2020-09-04 10,27.0,0.0,16.4,10.0,50.1,51.38,2.0
2020-09-04 11,28.0,0.0,20.4,10.0,50.0,51.31,2.0
2020-09-04 12,29.0,0.0,18.3,10.0,50.3,42.73,2.0
2020-09-04 13,29.0,0.0,16.5,10.0,50.1,42.87,2.0
2020-09-04 14,30.0,0.0,18.4,10.0,50.0,43.02,2.0
2020-09-04 15,28.0,0.0,24.1,10.0,50.0,48.22,2.0
2020-09-04 16,28.0,0.0,23.9,10.0,50.3,51.6,2.0
2020-09-04 17,27.0,0.0,22.3,10.0,49.9,54.48,2.0
2020-09-04 18,26.0,0.0,20.5,10.0,35.9,61.44,2.0
2020-09-04 19,25.0,0.0,18.2,10.0,35.6,65.48,2.0
2020-09-04 20,25.0,0.0,14.7,10.0,50.0,65.27,2.0
2020-09-04 21,25.0,0.0,12.9,10.0,49.8,65.31,2.0
2020-09-04 22,25.0,0.0,11.1,10.0,49.0,65.66,2.0
2020-09-04 23,25.0,0.0,9.3,10.0,49.8,65.36,2.0
2020-09-05 00,25.0,0.0,7.6,10.0,49.8,65.43,2.0
2020-09-05 03,23.0,0.0,3.6,10.0,49.8,69.18,2.0
2020-09-05 04,22.0,0.0,3.6,10.0,26.9,73.74,2.0
2020-09-05 05,22.0,0.0,5.3,10.0,27.4,73.51,2.0
2020-09-05 06,22.0,0.0,3.5,10.0,27.4,73.56,2.0
2020-09-05 07,23.9,0.0,1.9,10.0,27.0,69.78,2.0
2020-09-05 08,24.0,0.0,5.4,10.0,50.0,69.18,2.0
2020-09-05 09,25.0,0.0,5.4,10.0,50.0,65.3,2.0
2020-09-05 10,25.0,6.0,5.6,10.0,50.0,65.66,5.0
2020-09-05 11,25.0,0.0,0.2,8.0,49.7,69.33,2.0
2020-09-05 12,25.0,0.0,18.3,10.0,50.0,65.19,2.0
2020-09-05 13,27.9,3.0,5.5,10.0,50.2,52.06,5.0
2020-09-05 14,29.0,0.0,12.9,10.0,50.0,48.54,2.0
2020-09-05 15,28.0,0.0,7.7,10.0,49.8,51.45,2.0
2020-09-05 16,26.9,0.0,16.7,10.0,50.0,54.98,2.0
2020-09-05 17,27.0,0.0,9.6,10.0,49.8,51.21,2.0
2020-09-05 18,27.0,0.0,9.5,10.0,49.8,48.2,2.0
2020-09-05 19,25.9,0.0,7.5,10.0,48.7,62.02,2.0
2020-09-05 20,25.0,0.0,1.9,10.0,49.6,65.36,2.0
2020-09-05 21,24.0,0.0,5.4,10.0,49.6,61.28,2.0
2020-09-05 22,23.9,0.0,7.5,10.0,48.7,61.76,2.0
2020-09-05 23,24.0,0.0,3.6,10.0,49.6,61.32,2.0
2020-09-06 00,23.0,0.0,1.9,10.0,49.8,69.25,2.0
2020-09-06 03,20.0,0.0,5.3,10.0,27.1,77.91,2.0
2020-09-06 04,21.0,0.0,5.2,9.9,37.9,75.33,2.0
2020-09-06 05,21.0,0.0,7.5,10.0,27.1,73.44,2.0
2020-09-06 06,21.0,0.0,5.4,10.0,27.1,73.44,2.0
2020-09-06 07,21.9,0.0,3.5,10.0,27.1,69.52,2.0
2020-09-06 08,25.0,0.0,1.8,10.0,27.5,54.06,2.0
2020-09-06 09,26.0,0.0,5.4,10.0,27.9,51.06,2.0
2020-09-06 10,27.9,0.8,3.6,10.0,35.9,40.53,5.0
2020-09-06 11,29.0,0.0,5.5,10.0,36.2,35.24,2.0
2020-09-06 12,29.0,0.0,5.5,10.0,36.2,33.06,2.0
2020-09-06 13,29.9,10.0,14.5,10.0,35.6,40.8,5.0
2020-09-06 14,28.1,0.0,14.8,10.0,50.0,51.52,2.0
2020-09-06 15,29.0,0.0,14.7,10.0,49.6,51.8,2.0
2020-09-06 16,29.0,0.0,14.7,10.0,47.7,52.46,2.0
2020-09-06 17,28.0,0.0,14.7,10.0,49.6,42.72,2.0
2020-09-06 18,27.0,0.0,14.7,10.0,49.6,51.31,2.0
2020-09-06 19,25.1,0.0,11.0,10.0,47.7,69.96,2.0
2020-09-06 20,25.1,0.0,9.3,10.0,30.0,65.46,2.0
2020-09-06 21,25.1,0.0,9.4,10.0,30.0,65.46,2.0
2020-09-06 22,25.0,0.0,12.7,10.0,28.9,62.58,2.0
2020-09-06 23,25.0,0.0,11.1,10.0,30.0,65.46,2.0
2020-09-07 00,24.1,0.0,12.9,10.0,30.0,73.83,2.0
2020-09-07 03,,,,,,,
2020-09-07 04,,,,,,,
2020-09-07 05,,,,,,,
2020-09-07 06,,,,,,,
2020-09-07 07,,,,,,,
2020-09-07 08,,,,,,,
2020-09-07 09,,,,,,,
2020-09-07 10,,,,,,,
2020-09-07 11,,,,,,,
2020-09-07 12,,,,,,,
2020-09-07 13,,,,,,,
2020-09-07 14,,,,,,,
2020-09-07 15,,,,,,,
2020-09-07 16,,,,,,,
2020-09-07 17,,,,,,,
2020-09-07 18,,,,,,,
2020-09-07 19,,,,,,,
2020-09-07 20,,,,,,,
2020-09-07 21,,,,,,,
2020-09-07 22,,,,,,,
2020-09-07 23,,,,,,,
2020-09-08 00,22.0,0.0,0.1,10.0,27.4,78.3,2.0
2020-09-08 03,23.0,0.0,9.3,10.0,49.8,73.73,2.0
2020-09-08 04,22.9,0.0,5.5,10.0,49.0,74.1,2.0
2020-09-08 05,23.0,0.0,5.4,10.0,49.8,69.33,2.0
2020-09-08 06,22.0,0.0,0.0,10.0,49.8,78.3,2.0
2020-09-08 07,22.9,0.0,5.4,10.0,26.8,78.64,2.0
2020-09-08 08,25.0,0.0,9.2,10.0,27.1,65.33,2.0
2020-09-08 09,27.0,0.0,7.6,10.0,27.2,58.07,2.0
2020-09-08 10,29.0,0.0,11.0,10.0,27.4,52.07,2.0
2020-09-08 11,28.0,0.0,9.4,10.0,49.9,54.68,2.0
2020-09-08 12,30.0,0.0,14.7,10.0,49.6,48.82,2.0
2020-09-08 13,30.0,0.0,14.7,10.0,49.6,48.96,2.0
2020-09-08 14,31.0,0.0,18.4,10.0,49.9,40.72,2.0
2020-09-08 15,31.0,0.0,18.4,10.0,27.5,43.41,2.0
2020-09-08 16,30.0,0.0,18.3,10.0,27.7,49.13,2.0
2020-09-08 17,29.0,0.0,16.6,10.0,27.5,55.07,2.0
2020-09-08 18,27.0,0.0,14.8,10.0,27.2,61.87,2.0
2020-09-08 19,26.0,0.0,7.7,10.0,27.0,69.92,2.0
